,Player_ID,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,MIN_num,PLAYER_NAME
145,1628389,13,21,0.619,2,5,0.4,2,2,1.0,3,9,12,9,2,3,3,30,38,Bam Adebayo
146,1628389,7,13,0.538,2,4,0.5,5,6,0.833,1,8,9,3,0,1,4,21,38,Bam Adebayo
147,1628389,10,15,0.667,0,0,0.0,6,8,0.75,1,9,10,9,1,0,3,26,44,Bam Adebayo
148,1628389,6,13,0.462,1,1,1.0,4,4,1.0,5,11,16,4,0,1,4,17,37,Bam Adebayo
149,1628389,5,12,0.417,0,2,0.0,1,2,0.5,6,8,14,3,0,0,1,11,29,Bam Adebayo
150,1628389,5,10,0.5,0,2,0.0,2,3,0.667,3,7,10,0,0,0,1,12,22,Bam Adebayo
151,1628389,3,9,0.333,0,2,0.0,0,0,0.0,3,8,11,5,1,1,3,6,25,Bam Adebayo
152,1628389,7,15,0.467,0,2,0.0,2,2,1.0,3,8,11,4,0,0,1,16,33,Bam Adebayo
153,1628389,3,7,0.429,1,3,0.333,3,4,0.75,0,4,4,5,1,0,3,10,31,Bam Adebayo
154,1628389,6,13,0.462,1,2,0.5,0,0,0.0,3,8,11,6,1,0,1,13,30,Bam Adebayo
155,1628389,6,13,0.462,1,2,0.5,2,4,0.5,2,5,7,3,3,2,1,15,29,Bam Adebayo
156,1628389,9,14,0.643,1,1,1.0,0,1,0.0,3,6,9,5,2,1,1,19,30,Bam Adebayo
157,1628389,6,19,0.316,1,5,0.2,5,6,0.833,2,10,12,2,4,1,2,18,45,Bam Adebayo
158,1628389,0,6,0.0,0,1,0.0,4,6,0.667,1,7,8,2,1,1,3,4,26,Bam Adebayo
159,1628389,8,12,0.667,0,1,0.0,4,6,0.667,3,5,8,2,1,0,1,20,25,Bam Adebayo
160,1628389,9,14,0.643,0,2,0.0,5,5,1.0,1,8,9,10,2,0,4,23,31,Bam Adebayo
161,1628389,4,12,0.333,0,1,0.0,4,6,0.667,2,8,10,1,3,0,2,12,34,Bam Adebayo
162,1628389,8,17,0.471,0,2,0.0,1,1,1.0,3,7,10,2,1,2,2,17,37,Bam Adebayo
163,1628389,2,10,0.2,0,1,0.0,0,0,0.0,3,6,9,7,0,5,4,4,35,Bam Adebayo
164,1628389,8,12,0.667,0,2,0.0,7,8,0.875,0,7,7,7,1,0,2,23,31,Bam Adebayo
165,1628389,8,15,0.533,0,4,0.0,8,12,0.667,1,5,6,0,2,0,4,24,34,Bam Adebayo
166,1628389,7,11,0.636,0,1,0.0,3,6,0.5,3,7,10,1,1,1,6,17,36,Bam Adebayo
167,1628389,6,12,0.5,1,3,0.333,2,2,1.0,1,7,8,3,1,0,1,15,41,Bam Adebayo
168,1628389,8,17,0.471,1,3,0.333,4,6,0.667,3,13,16,5,0,1,1,21,35,Bam Adebayo
169,1628389,7,14,0.5,2,4,0.5,0,0,0.0,1,12,13,6,0,1,1,16,36,Bam Adebayo
170,1628389,9,16,0.563,1,4,0.25,6,8,0.75,4,8,12,8,1,0,4,25,34,Bam Adebayo
171,1628389,6,8,0.75,0,1,0.0,2,3,0.667,0,10,10,7,1,1,2,14,25,Bam Adebayo
172,1628389,6,18,0.333,1,4,0.25,2,2,1.0,2,6,8,5,1,0,3,15,33,Bam Adebayo
173,1628389,5,13,0.385,1,2,0.5,2,2,1.0,4,16,20,7,1,0,5,13,39,Bam Adebayo
174,1628389,6,16,0.375,2,6,0.333,0,1,0.0,2,8,10,10,3,0,1,14,35,Bam Adebayo
175,1628389,3,8,0.375,0,2,0.0,2,2,1.0,1,9,10,10,2,0,3,8,36,Bam Adebayo
176,1628389,6,9,0.667,1,2,0.5,3,4,0.75,1,4,5,5,1,0,1,16,31,Bam Adebayo
177,1628389,8,20,0.4,3,6,0.5,0,0,0.0,3,8,11,5,0,0,2,19,38,Bam Adebayo
178,1628389,2,8,0.25,1,2,0.5,0,0,0.0,0,13,13,3,2,1,3,5,32,Bam Adebayo
179,1628389,9,18,0.5,2,4,0.5,4,5,0.8,6,2,8,2,0,0,2,24,40,Bam Adebayo
180,1628389,10,17,0.588,2,3,0.667,8,9,0.889,1,10,11,7,5,0,2,30,39,Bam Adebayo
181,1628389,8,13,0.615,1,1,1.0,3,5,0.6,6,6,12,3,0,1,1,20,44,Bam Adebayo
182,1628389,3,11,0.273,0,2,0.0,3,6,0.5,0,7,7,7,1,3,4,9,39,Bam Adebayo
183,1628389,7,18,0.389,1,5,0.2,5,6,0.833,2,7,9,4,2,0,3,20,39,Bam Adebayo
